diagnosis_year,gender,city,cancer_type,age_standardized_incidence_rate,cancer_cases,average_age,median_age,crude_rate
2005年,女,台北市,甲狀腺,10.41,175,47.99,47.0,13.09
2005年,女,台北市,其他內分泌腺,0.27,4,46.0,46.5,0.3
2005年,女,台北市,其他分界不明的部位,0.05,1,89.0,89.0,0.07
2005年,女,台北市,不明原發部位,3.03,56,71.02,74.0,4.19
2005年,女,台北市,何杰金氏淋巴瘤,0.54,8,40.63,37.0,0.6
2005年,女,台北市,白血病,5.92,88,55.47,62.5,6.58
2005年,女,台北市,非何杰金氏淋巴瘤,5.75,100,62.29,65.0,7.48
2005年,女,台北市,漿細胞瘤,1.39,26,62.81,60.0,1.94
2005年,女,台北市,全癌症,240.1,4222,59.43,58.0,315.81
2006年,男,台北市,口腔、口咽及下咽,21.01,347,55.11,54.0,27.05
2006年,男,台北市,主唾液腺,0.76,11,52.45,58.0,0.86
2006年,男,台北市,鼻咽,8.11,128,51.44,51.0,9.98
2006年,男,台北市,食道,7.65,135,63.67,63.0,10.52
2006年,男,台北市,胃,19.04,348,70.38,73.0,27.13
2006年,男,台北市,小腸,1.02,19,67.37,69.0,1.48
2006年,男,台北市,結直腸,44.38,781,66.22,68.0,60.89
2006年,男,台北市,肝及肝內膽管,42.62,709,62.6,63.0,55.27
2006年,男,台北市,膽囊及肝外膽管,2.84,55,71.02,76.0,4.29
2006年,男,台北市,胰,6.45,117,69.44,71.0,9.12
2006年,男,台北市,後腹膜腔及腹膜,0.37,6,53.67,54.5,0.47
2006年,男,台北市,消化器官其他分界不明部位,0.13,3,70.33,79.0,0.23
2006年,男,台北市,鼻腔、中耳及副鼻竇,0.86,14,59.29,62.5,1.09
2006年,男,台北市,喉,3.63,65,67.18,71.0,5.07
2006年,男,台北市,肺、支氣管及氣管,37.76,715,72.35,75.0,55.74
2006年,男,台北市,胸膜,0.12,2,71.0,71.0,0.16
2006年,男,台北市,胸腺、心臟與中隔,0.83,12,42.83,47.0,0.94
2006年,男,台北市,骨、關節及關節軟骨,0.92,10,26.9,24.5,0.78
2006年,男,台北市,結締組織、皮下組織及其他軟組織,1.37,24,61.71,61.0,1.87
2006年,男,台北市,皮膚,7.79,144,68.08,72.0,11.23
2006年,男,台北市,男性乳房,0.19,3,48.67,36.0,0.23
2006年,男,台北市,攝護腺,28.83,550,74.09,75.5,42.88
2006年,男,台北市,睪丸,1.9,22,26.64,26.0,1.72
2006年,男,台北市,其他男性生殖器官,0.3,4,50.5,49.5,0.31
2006年,男,台北市,膀胱,8.03,160,71.74,76.0,12.47
2006年,男,台北市,腎,4.92,85,64.24,65.0,6.63
2006年,男,台北市,腎盂及其他泌尿系統,4.02,73,68.21,71.0,5.69
2006年,男,台北市,眼及淚腺,0.2,2,26.0,26.0,0.16
2006年,男,台北市,腦,3.16,40,39.98,42.5,3.12
2006年,男,台北市,其他神經系統,0.14,2,53.0,53.0,0.16
2006年,男,台北市,甲狀腺,4.42,70,52.23,52.5,5.46
2006年,男,台北市,其他內分泌腺,0.15,1,2.0,2.0,0.08
2006年,男,台北市,其他分界不明的部位,0.09,1,23.0,23.0,0.08
2006年,男,台北市,不明原發部位,4.23,76,65.88,69.0,5.93
2006年,男,台北市,何杰金氏淋巴瘤,0.83,11,38.73,35.0,0.86
2006年,男,台北市,白血病,8.14,123,56.11,62.0,9.59
2006年,男,台北市,非何杰金氏淋巴瘤,8.03,133,60.73,65.0,10.37
2006年,男,台北市,漿細胞瘤,2.34,39,65.67,65.0,3.04
2006年,男,台北市,全癌症,288.84,5063,65.58,68.0,394.72
2006年,女,台北市,口腔、口咽及下咽,2.6,48,60.13,59.0,3.56
2006年,女,台北市,主唾液腺,0.66,11,48.0,46.0,0.82
2006年,女,台北市,鼻咽,2.11,37,48.11,49.0,2.74
2006年,女,台北市,食道,0.97,18,62.17,64.5,1.33
2006年,女,台北市,胃,10.46,202,67.22,70.5,14.97
2006年,女,台北市,小腸,1.0,19,65.53,65.0,1.41
2006年,女,台北市,結直腸,34.49,652,65.8,67.0,48.31
2006年,女,台北市,肝及肝內膽管,14.78,269,67.04,69.0,19.93
2006年,女,台北市,膽囊及肝外膽管,2.06,40,69.35,71.5,2.96
2006年,女,台北市,胰,4.6,88,70.02,72.0,6.52
2006年,女,台北市,後腹膜腔及腹膜,0.57,7,43.14,52.0,0.52
2006年,女,台北市,消化器官其他分界不明部位,0.15,2,46.0,46.0,0.15
2006年,女,台北市,鼻腔、中耳及副鼻竇,0.49,9,57.11,52.0,0.67
2006年,女,台北市,喉,0.15,3,54.33,56.0,0.22
2006年,女,台北市,肺、支氣管及氣管,24.71,470,66.98,69.0,34.83
2006年,女,台北市,胸膜,0.09,2,78.5,78.5,0.15
2006年,女,台北市,胸腺、心臟與中隔,0.54,10,44.4,46.0,0.74
2006年,女,台北市,骨、關節及關節軟骨,1.14,14,36.36,33.0,1.04
2006年,女,台北市,結締組織、皮下組織及其他軟組織,1.78,30,52.87,54.0,2.22
2006年,女,台北市,皮膚,6.74,129,67.21,73.0,9.56
2006年,女,台北市,女性乳房,63.22,1168,52.99,51.0,86.55
2006年,女,台北市,子宮,0.05,1,47.0,47.0,0.07
2006年,女,台北市,子宮頸,10.45,197,57.2,54.0,14.6
2006年,女,台北市,子宮體,11.29,207,54.25,54.0,15.34
2006年,女,台北市,卵巢、輸卵管及寬韌帶,7.68,137,53.15,52.0,10.15
2006年,女,台北市,其他女性生殖器官,0.78,15,65.67,73.0,1.11
2006年,女,台北市,膀胱,3.89,78,71.77,75.5,5.78
2006年,女,台北市,腎,2.34,40,60.93,64.5,2.96
2006年,女,台北市,腎盂及其他泌尿系統,3.1,59,71.58,71.0,4.37
2006年,女,台北市,眼及淚腺,0.09,2,81.5,81.5,0.15
2006年,女,台北市,腦,2.65,41,53.17,55.0,3.04
2006年,女,台北市,其他神經系統,0.36,5,37.2,33.0,0.37
2006年,女,台北市,甲狀腺,11.03,192,48.65,47.0,14.23
2006年,女,台北市,其他內分泌腺,0.57,5,28.8,5.0,0.37
2006年,女,台北市,不明原發部位,3.12,62,69.31,73.0,4.59
2006年,女,台北市,何杰金氏淋巴瘤,0.6,9,43.78,35.0,0.67
2006年,女,台北市,白血病,4.74,81,59.04,61.0,6.0
2006年,女,台北市,非何杰金氏淋巴瘤,5.67,100,57.95,60.0,7.41
2006年,女,台北市,漿細胞瘤,1.17,21,70.14,67.0,1.56
2006年,女,台北市,全癌症,243.66,4494,59.98,59.0,333.0
2007年,男,台北市,口腔、口咽及下咽,20.28,337,54.51,53.0,26.38
2007年,男,台北市,主唾液腺,1.1,17,56.12,59.0,1.33
2007年,男,台北市,鼻咽,8.03,132,51.84,51.0,10.33
2007年,男,台北市,食道,8.29,147,64.24,64.0,11.51
2007年,男,台北市,胃,17.26,336,70.89,74.5,26.3
2007年,男,台北市,小腸,1.23,22,63.36,62.5,1.72
2007年,男,台北市,結直腸,44.43,821,67.89,70.0,64.26
2007年,男,台北市,肝及肝內膽管,42.22,726,63.94,65.0,56.83
2007年,男,台北市,膽囊及肝外膽管,3.17,60,70.8,73.0,4.7
2007年,男,台北市,胰,6.65,122,68.57,71.0,9.55
2007年,男,台北市,後腹膜腔及腹膜,0.8,11,47.91,52.0,0.86
2007年,男,台北市,消化器官其他分界不明部位,0.03,1,92.0,92.0,0.08
2007年,男,台北市,鼻腔、中耳及副鼻竇,1.1,18,58.78,59.5,1.41
2007年,男,台北市,喉,3.15,56,66.14,66.0,4.38
2007年,男,台北市,肺、支氣管及氣管,38.05,733,70.69,74.0,57.38
2007年,男,台北市,胸膜,0.36,6,67.5,67.5,0.47
2007年,男,台北市,胸腺、心臟與中隔,1.52,21,46.29,48.0,1.64
2007年,男,台北市,骨、關節及關節軟骨,1.02,14,43.93,47.0,1.1
2007年,男,台北市,結締組織、皮下組織及其他軟組織,2.65,45,60.44,62.0,3.52
2007年,男,台北市,皮膚,7.2,135,69.24,73.0,10.57
2007年,男,台北市,男性乳房,0.37,6,61.5,68.5,0.47
2007年,男,台北市,攝護腺,31.0,587,73.07,75.0,45.95
2007年,男,台北市,睪丸,1.77,23,35.17,29.0,1.8
2007年,男,台北市,其他男性生殖器官,0.61,10,55.7,51.0,0.78
2007年,男,台北市,膀胱,7.7,151,70.32,74.0,11.82
2007年,男,台北市,腎,5.04,83,59.61,60.0,6.5
2007年,男,台北市,腎盂及其他泌尿系統,3.48,64,68.88,70.0,5.01
2007年,男,台北市,眼及淚腺,0.56,5,28.8,2.0,0.39
2007年,男,台北市,腦,2.49,39,57.44,66.0,3.05
2007年,男,台北市,其他神經系統,0.29,4,41.5,45.5,0.31
2007年,男,台北市,甲狀腺,3.75,60,51.47,53.0,4.7
2007年,男,台北市,其他內分泌腺,0.06,1,49.0,49.0,0.08
2007年,男,台北市,不明原發部位,3.02,57,68.54,70.0,4.46
2007年,男,台北市,何杰金氏淋巴瘤,0.53,8,51.25,47.5,0.63
2007年,男,台北市,白血病,9.42,146,59.65,67.0,11.43
2007年,男,台北市,非何杰金氏淋巴瘤,8.01,143,64.52,67.0,11.19
2007年,男,台北市,漿細胞瘤,1.68,28,63.29,64.0,2.19
2007年,男,台北市,全癌症,289.63,5200,65.94,68.0,407.03
2007年,女,台北市,口腔、口咽及下咽,2.95,58,64.91,68.0,4.29
2007年,女,台北市,主唾液腺,0.31,6,60.17,62.5,0.44
2007年,女,台北市,鼻咽,2.21,40,50.7,51.0,2.96
2007年,女,台北市,食道,1.28,25,71.76,72.0,1.85
2007年,女,台北市,胃,9.73,194,66.33,67.0,14.35
2007年,女,台北市,小腸,0.96,17,62.24,64.0,1.26
2007年,女,台北市,結直腸,35.97,697,65.52,67.0,51.56
2007年,女,台北市,肝及肝內膽管,15.67,306,69.18,71.0,22.64
2007年,女,台北市,膽囊及肝外膽管,2.2,45,73.36,78.0,3.33
2007年,女,台北市,胰,3.95,79,70.91,72.0,5.84
2007年,女,台北市,後腹膜腔及腹膜,0.48,7,51.14,49.0,0.52
2007年,女,台北市,消化器官其他分界不明部位,0.12,2,65.5,65.5,0.15
2007年,女,台北市,鼻腔、中耳及副鼻竇,0.45,9,62.56,58.0,0.67
2007年,女,台北市,喉,0.35,7,65.71,67.0,0.52
2007年,女,台北市,肺、支氣管及氣管,24.76,484,67.96,70.0,35.81
2007年,女,台北市,胸膜,0.07,1,63.0,63.0,0.07
2007年,女,台北市,胸腺、心臟與中隔,0.6,11,58.91,57.0,0.81
2007年,女,台北市,骨、關節及關節軟骨,0.42,6,46.67,51.0,0.44
2007年,女,台北市,結締組織、皮下組織及其他軟組織,1.07,17,49.53,55.0,1.26
2007年,女,台北市,皮膚,6.01,119,68.66,72.0,8.8
2007年,女,台北市,女性乳房,70.52,1320,54.26,52.0,97.65
2007年,女,台北市,子宮,0.1,2,56.0,56.0,0.15
2007年,女,台北市,子宮頸,8.99,172,59.1,57.0,12.72
2007年,女,台北市,子宮體,10.59,195,53.81,54.0,14.43
2007年,女,台北市,卵巢、輸卵管及寬韌帶,9.44,166,51.4,51.0,12.28
2007年,女,台北市,其他女性生殖器官,1.06,21,65.43,67.0,1.55
2007年,女,台北市,膀胱,3.54,73,70.26,73.0,5.4
2007年,女,台北市,腎,2.18,40,60.55,61.5,2.96
2007年,女,台北市,腎盂及其他泌尿系統,3.34,63,70.16,70.0,4.66
2007年,女,台北市,眼及淚腺,0.1,2,50.5,50.5,0.15
2007年,女,台北市,腦,2.33,34,45.71,46.0,2.52
2007年,女,台北市,其他神經系統,0.42,7,57.0,62.0,0.52
2007年,女,台北市,甲狀腺,12.62,215,47.82,49.0,15.91
2007年,女,台北市,其他內分泌腺,0.27,3,42.33,50.0,0.22
2007年,女,台北市,其他分界不明的部位,0.07,1,64.0,64.0,0.07
2007年,女,台北市,不明原發部位,2.95,60,68.13,71.0,4.44
2007年,女,台北市,何杰金氏淋巴瘤,0.44,7,48.14,39.0,0.52
2007年,女,台北市,白血病,5.25,82,54.87,61.5,6.07
2007年,女,台北市,非何杰金氏淋巴瘤,6.56,122,62.78,65.0,9.03
2007年,女,台北市,漿細胞瘤,1.61,32,68.56,72.5,2.37
2007年,女,台北市,全癌症,253.2,4770,60.57,60.0,352.89
2008年,男,台北市,口腔、口咽及下咽,22.69,386,55.54,54.0,30.37
2008年,男,台北市,主唾液腺,0.79,12,50.17,47.0,0.94
2008年,男,台北市,鼻咽,7.21,115,49.79,49.0,9.05
2008年,男,台北市,食道,9.43,168,62.71,62.0,13.22
2008年,男,台北市,胃,17.4,348,71.03,75.0,27.38
2008年,男,台北市,小腸,0.91,14,58.36,63.0,1.1
2008年,男,台北市,結直腸,49.54,922,68.11,70.0,72.54
2008年,男,台北市,肝及肝內膽管,40.21,718,63.63,64.0,56.49
2008年,男,台北市,膽囊及肝外膽管,2.61,50,71.8,73.5,3.93
2008年,男,台北市,胰,6.83,127,68.91,70.0,9.99
2008年,男,台北市,後腹膜腔及腹膜,0.74,11,53.64,63.0,0.87
2008年,男,台北市,消化器官其他分界不明部位,0.08,2,79.0,79.0,0.16
2008年,男,台北市,鼻腔、中耳及副鼻竇,0.31,5,59.4,63.0,0.39
2008年,男,台北市,喉,3.15,59,68.54,71.0,4.64
2008年,男,台北市,肺、支氣管及氣管,38.16,744,70.66,72.5,58.54
2008年,男,台北市,胸膜,0.08,1,33.0,33.0,0.08
2008年,男,台北市,胸腺、心臟與中隔,0.76,13,60.23,59.0,1.02
2008年,男,台北市,骨、關節及關節軟骨,1.18,15,39.8,44.0,1.18
2008年,男,台北市,結締組織、皮下組織及其他軟組織,2.44,36,48.89,51.0,2.83
2008年,男,台北市,皮膚,7.58,144,67.51,73.0,11.33
2008年,男,台北市,男性乳房,0.3,6,64.67,59.5,0.47
2008年,男,台北市,攝護腺,35.76,718,74.81,76.0,56.49
2008年,男,台北市,睪丸,2.41,27,27.93,26.0,2.12
2008年,男,台北市,其他男性生殖器官,0.94,17,68.35,70.0,1.34
2008年,男,台北市,膀胱,8.97,168,69.99,72.0,13.22
2008年,男,台北市,腎,5.59,100,60.58,59.0,7.87
2008年,男,台北市,腎盂及其他泌尿系統,3.67,69,68.74,70.0,5.43
2008年,男,台北市,眼及淚腺,0.31,4,42.0,44.0,0.31
2008年,男,台北市,腦,3.89,55,48.38,53.0,4.33
2008年,男,台北市,其他神經系統,0.22,4,60.25,58.5,0.31
2008年,男,台北市,甲狀腺,3.85,61,51.8,51.0,4.8
2008年,男,台北市,其他內分泌腺,0.31,4,44.5,51.5,0.31
2008年,男,台北市,不明原發部位,2.61,52,69.77,72.0,4.09
2008年,男,台北市,何杰金氏淋巴瘤,1.0,13,39.31,30.0,1.02
2008年,男,台北市,白血病,8.03,132,61.3,70.0,10.39
2008年,男,台北市,非何杰金氏淋巴瘤,8.04,147,64.13,66.0,11.57
2008年,男,台北市,漿細胞瘤,1.63,32,72.09,74.5,2.52
2008年,男,台北市,全癌症,300.76,5519,66.21,68.0,434.24
2008年,女,台北市,口腔、口咽及下咽,2.33,48,64.48,61.5,3.55
2008年,女,台北市,主唾液腺,0.74,14,57.14,53.5,1.04
2008年,女,台北市,鼻咽,2.67,47,48.72,46.0,3.48
2008年,女,台北市,食道,0.86,18,70.22,70.5,1.33
2008年,女,台北市,胃,9.42,196,68.04,71.0,14.5
2008年,女,台北市,小腸,0.8,16,67.44,72.5,1.18
2008年,女,台北市,結直腸,34.09,701,66.8,69.0,51.85
2008年,女,台北市,肝及肝內膽管,16.99,339,69.01,70.0,25.07
2008年,女,台北市,膽囊及肝外膽管,2.48,52,73.5,75.0,3.85
2008年,女,台北市,胰,4.37,90,69.51,69.0,6.66
2008年,女,台北市,後腹膜腔及腹膜,0.41,8,62.25,68.0,0.59
2008年,女,台北市,鼻腔、中耳及副鼻竇,0.21,4,67.5,66.5,0.3
2008年,女,台北市,喉,0.26,5,63.6,66.0,0.37
2008年,女,台北市,肺、支氣管及氣管,25.36,512,66.34,67.5,37.87
2008年,女,台北市,胸膜,0.05,1,54.0,54.0,0.07
2008年,女,台北市,胸腺、心臟與中隔,0.87,16,57.63,60.0,1.18
2008年,女,台北市,骨、關節及關節軟骨,0.86,13,48.38,50.0,0.96
2008年,女,台北市,結締組織、皮下組織及其他軟組織,1.35,19,46.32,48.0,1.41
2008年,女,台北市,皮膚,6.51,130,66.41,69.0,9.62
2008年,女,台北市,女性乳房,71.17,1370,54.1,53.0,101.33
2008年,女,台北市,子宮頸,9.07,180,58.26,54.0,13.31
2008年,女,台北市,子宮體,11.67,230,56.73,56.0,17.01
2008年,女,台北市,卵巢、輸卵管及寬韌帶,9.1,169,52.0,52.0,12.5
2008年,女,台北市,其他女性生殖器官,0.57,13,75.62,80.0,0.96
2008年,女,台北市,膀胱,3.64,79,70.65,73.0,5.84
2008年,女,台北市,腎,2.8,51,60.57,61.0,3.77
2008年,女,台北市,腎盂及其他泌尿系統,3.86,80,69.4,71.5,5.92
2008年,女,台北市,眼及淚腺,0.11,2,55.0,55.0,0.15
2008年,女,台北市,腦,2.9,45,53.18,58.0,3.33
2008年,女,台北市,其他神經系統,0.49,8,52.75,60.5,0.59
2008年,女,台北市,甲狀腺,12.31,216,47.74,47.0,15.98
2008年,女,台北市,其他內分泌腺,0.76,8,37.38,43.0,0.59
2008年,女,台北市,不明原發部位,2.75,59,72.36,74.0,4.36
2008年,女,台北市,何杰金氏淋巴瘤,0.5,7,43.86,34.0,0.52
2008年,女,台北市,白血病,4.39,75,56.05,60.0,5.55
2008年,女,台北市,非何杰金氏淋巴瘤,5.76,105,59.35,61.0,7.77
2008年,女,台北市,漿細胞瘤,1.53,30,65.7,68.5,2.22
2008年,女,台北市,全癌症,254.65,4967,60.61,59.0,367.39
2009年,男,台北市,口腔、口咽及下咽,22.82,396,56.19,55.0,31.42
2009年,男,台北市,主唾液腺,1.3,21,55.52,58.0,1.67
2009年,男,台北市,鼻咽,8.14,132,51.23,50.0,10.47
2009年,男,台北市,食道,7.87,143,62.13,61.0,11.35
2009年,男,台北市,胃,15.75,328,72.8,76.0,26.02
2009年,男,台北市,小腸,1.14,19,63.21,66.0,1.51
2009年,男,台北市,結直腸,48.55,931,67.57,69.0,73.86
2009年,男,台北市,肝及肝內膽管,38.12,696,64.49,65.0,55.22
2009年,男,台北市,膽囊及肝外膽管,2.3,47,72.28,75.0,3.73
2009年,男,台北市,胰,6.6,134,70.57,74.0,10.63
2009年,男,台北市,後腹膜腔及腹膜,0.4,5,37.6,34.0,0.4
2009年,男,台北市,鼻腔、中耳及副鼻竇,0.64,12,63.08,62.0,0.95
2009年,男,台北市,喉,3.28,57,65.42,67.0,4.52
2009年,男,台北市,肺、支氣管及氣管,41.74,829,71.05,73.0,65.77
2009年,男,台北市,胸膜,0.06,1,60.0,60.0,0.08
2009年,男,台北市,胸腺、心臟與中隔,1.48,23,54.35,56.0,1.82
2009年,男,台北市,骨、關節及關節軟骨,0.69,9,40.22,32.0,0.71
2009年,男,台北市,結締組織、皮下組織及其他軟組織,2.83,43,54.0,59.0,3.41
2009年,男,台北市,皮膚,8.05,158,68.47,70.0,12.54
2009年,男,台北市,男性乳房,0.35,8,70.75,77.5,0.63
2009年,男,台北市,攝護腺,37.22,745,74.04,76.0,59.11
2009年,男,台北市,睪丸,2.17,25,31.76,27.0,1.98
2009年,男,台北市,其他男性生殖器官,0.85,15,61.67,64.0,1.19
2009年,男,台北市,膀胱,8.74,178,71.44,74.0,14.12
2009年,男,台北市,腎,5.18,91,62.7,66.0,7.22
2009年,男,台北市,腎盂及其他泌尿系統,4.05,78,69.58,73.0,6.19
2009年,男,台北市,眼及淚腺,0.21,2,18.0,18.0,0.16
2009年,男,台北市,腦,3.11,45,53.31,61.0,3.57
2009年,男,台北市,其他神經系統,0.19,4,59.75,52.5,0.32
2009年,男,台北市,甲狀腺,4.88,74,50.05,50.5,5.87
2009年,男,台北市,其他內分泌腺,0.6,6,26.5,26.5,0.48
2009年,男,台北市,不明原發部位,2.46,51,71.57,74.0,4.05
2009年,男,台北市,何杰金氏淋巴瘤,0.65,9,49.0,43.0,0.71
2009年,男,台北市,白血病,8.39,137,60.68,68.0,10.87
2009年,男,台北市,非何杰金氏淋巴瘤,7.62,142,65.96,67.0,11.27
2009年,男,台北市,漿細胞瘤,2.01,39,71.74,74.0,3.09
2009年,男,台北市,全癌症,301.12,5646,66.68,69.0,447.94
2009年,女,台北市,口腔、口咽及下咽,3.4,69,63.06,65.0,5.12
2009年,女,台北市,主唾液腺,1.22,21,51.05,52.0,1.56
2009年,女,台北市,鼻咽,1.64,30,49.73,45.5,2.23
2009年,女,台北市,食道,0.98,21,68.05,69.0,1.56
2009年,女,台北市,胃,9.8,209,67.26,69.0,15.52
2009年,女,台北市,小腸,0.92,19,59.37,54.0,1.41
2009年,女,台北市,結直腸,36.45,755,66.54,68.0,56.05
2009年,女,台北市,肝及肝內膽管,14.29,302,69.17,71.0,22.42
2009年,女,台北市,膽囊及肝外膽管,2.26,49,69.14,71.0,3.64
2009年,女,台北市,胰,5.92,123,68.79,70.0,9.13
2009年,女,台北市,後腹膜腔及腹膜,0.52,10,59.9,60.0,0.74
2009年,女,台北市,消化器官其他分界不明部位,0.37,8,68.88,64.0,0.59
2009年,女,台北市,鼻腔、中耳及副鼻竇,0.76,15,62.07,67.0,1.11
2009年,女,台北市,喉,0.26,5,69.2,69.0,0.37
2009年,女,台北市,肺、支氣管及氣管,29.38,612,66.23,66.0,45.44
2009年,女,台北市,胸膜,0.05,1,72.0,72.0,0.07
2009年,女,台北市,胸腺、心臟與中隔,1.29,24,54.79,53.5,1.78
2009年,女,台北市,骨、關節及關節軟骨,0.62,10,53.4,54.5,0.74
2009年,女,台北市,結締組織、皮下組織及其他軟組織,1.44,22,48.14,50.5,1.63
2009年,女,台北市,皮膚,8.44,180,68.1,71.0,13.36
2009年,女,台北市,女性乳房,77.95,1516,54.91,53.0,112.55
2009年,女,台北市,子宮,0.06,1,65.0,65.0,0.07
2009年,女,台北市,子宮頸,9.82,194,59.39,58.0,14.4
2009年,女,台北市,子宮體,11.42,226,54.84,54.0,16.78
2009年,女,台北市,卵巢、輸卵管及寬韌帶,9.46,175,52.78,53.0,12.99
2009年,女,台北市,其他女性生殖器官,0.67,13,65.62,75.0,0.97
2009年,女,台北市,膀胱,3.49,77,70.36,72.0,5.72
2009年,女,台北市,腎,2.98,59,61.46,62.0,4.38
2009年,女,台北市,腎盂及其他泌尿系統,3.98,83,67.95,69.0,6.16
2009年,女,台北市,眼及淚腺,0.44,7,63.57,73.0,0.52
2009年,女,台北市,腦,1.65,26,51.88,58.5,1.93
2009年,女,台北市,其他神經系統,0.4,8,57.88,53.5,0.59
2009年,女,台北市,甲狀腺,15.97,278,49.07,49.0,20.64
2009年,女,台北市,其他內分泌腺,0.43,6,44.5,51.5,0.45
2009年,女,台北市,其他分界不明的部位,0.09,2,64.5,64.5,0.15
2009年,女,台北市,不明原發部位,2.53,54,69.74,74.0,4.01
2009年,女,台北市,何杰金氏淋巴瘤,1.45,17,32.06,25.0,1.26
2009年,女,台北市,白血病,6.17,111,60.54,64.0,8.24
2009年,女,台北市,非何杰金氏淋巴瘤,7.04,132,60.58,62.0,9.8
2009年,女,台北市,漿細胞瘤,1.56,33,67.52,70.0,2.45
2009年,女,台北市,全癌症,278.26,5518,60.75,60.0,409.66
2010年,男,台北市,口腔、口咽及下咽,20.69,368,57.2,56.0,29.15
2010年,男,台北市,主唾液腺,0.92,13,47.38,51.0,1.03
2010年,男,台北市,鼻咽,7.48,122,51.42,51.0,9.66
2010年,男,台北市,食道,8.62,165,60.59,57.0,13.07
2010年,男,台北市,胃,16.04,346,72.34,76.5,27.4
2010年,男,台北市,小腸,0.92,18,65.17,61.5,1.43
2010年,男,台北市,結直腸,54.67,1044,66.71,66.0,82.69
2010年,男,台北市,肝及肝內膽管,38.82,714,64.39,64.0,56.55
2010年,男,台北市,膽囊及肝外膽管,3.15,60,70.38,72.0,4.75
2010年,男,台北市,胰,6.61,130,68.98,69.0,10.3
2010年,男,台北市,後腹膜腔及腹膜,0.84,11,46.45,52.0,0.87
2010年,男,台北市,消化器官其他分界不明部位,0.05,1,55.0,55.0,0.08
2010年,男,台北市,鼻腔、中耳及副鼻竇,0.51,9,56.11,50.0,0.71
2010年,男,台北市,喉,3.68,74,68.26,69.0,5.86
2010年,男,台北市,肺、支氣管及氣管,40.28,803,70.91,73.0,63.6
2010年,男,台北市,胸膜,0.16,3,60.67,58.0,0.24
2010年,男,台北市,胸腺、心臟與中隔,0.98,15,52.67,52.0,1.19
2010年,男,台北市,骨、關節及關節軟骨,0.77,11,45.36,46.0,0.87
2010年,男,台北市,結締組織、皮下組織及其他軟組織,2.2,40,60.45,56.5,3.17
