,特材收錄品項表,,,,,,,,,,,,,,,,,,,,,,,,
大類碼,大小類碼,大小類碼名稱,品名碼,功能類別,功能類別名稱,核價類別名稱,特材代碼,中英文品名,中文品名,英文品名,產品型號/規格,單位,支付點數,核定費用,生效日期,事前審查生效日期,事前審查,給付規定代碼,生效迄日,申請者簡稱,許可證字號,自付差額品名,整組組件特材關聯代碼表,給付類別,
'F,'FB, 骨科類, 'SF2, 'FBSF2, 脊椎固定桿 SPINAL ROD, TITANIUM SPINAL ROD OR PLATE(短節), FBSF276590Y2, TITANIUM SPINAL ROD 5:10CM※適應症請見備註欄," ""亞太醫療"" 後方脊椎固定系統器:固定桿(短節)"," ""SYNTEC""POSTERIOR SPINAL FIXATION:TITANIUM SPINAL ROD", '765905:910, EA,919, , 104/01/01, 091/10/01,Y,D112-1, 999/12/31, 亞太,衛署醫器製字第000989號,  , , ,
'F,'FB, 骨科類, 'SF2, 'FBSF2, 脊椎固定桿 SPINAL ROD, TITANIUM SPINAL ROD(長節), FBSF27659NY2, TITANIUM SPINAL ROD 12:30CM※適應症請見備註欄," ""亞太醫療"" 後方脊椎固定系統器:固定桿(長節)"," ""SYNTEC""POSTERIOR SPINAL FIXATION:TITANIUM SPINAL ROD", '765912:930, EA,2662, , 104/01/01, 091/10/01,Y,D112-1, 999/12/31, 亞太,衛署醫器製字第000989號,  , FBSF188888Y2, ,
'F,'FB, 骨科類, 'SF2, 'FBSF2, 脊椎固定桿 SPINAL ROD, TITANIUM　SPINAL　ROD(短節〈110MM)(免事前審查), FBSF277004Y2, TITANIUM SPINAL ROD 6X50:100MM 短節(免術前審查)," ""亞太醫療"" C型後方脊椎固定系統:固定桿(短節)(免術前審查)"," ""SYNTEC"" C-SHAPE POSTERIOR SPINAL FIXATION SYSTEM:TITANIUM SPINAL ROD", '770004:10;770704:10;770804:10, EA,679, , 104/01/01, 093/01/01,N,無, 999/12/31, 亞太,衛署醫器製字第001022號,  , , ,
'F,'FB, 骨科類, 'SF2, 'FBSF2, 脊椎固定桿 SPINAL ROD, TITANIUM　SPINAL　ROD(長節110MM(含)以上)(免事前審查), FBSF277011Y2, TITANIUM SPINAL ROD 6X110:300MM 長節固定四節以上(免術前審查)," ""亞太醫療"" C型後方脊椎固定系統:固定桿(長節固定四節以上(免術前審查))"," ""SYNTEC"" C-SHAPE POSTERIOR SPINAL FIXATION SYSTEM:TITANIUM SPINAL ROD", '770011:30;770711:30;770811:30, EA,1419, , 104/01/01, 093/01/01,N,無, 999/12/31, 亞太,衛署醫器製字第001022號,  , , ,
'F,'FB, 骨科類, 'SF2, 'FBSF2, 脊椎固定桿 SPINAL ROD, TITANIUM SPINAL ROD(長節), FBSF2785NLY2, ARTEST SPINAL FIXATION SYSTEM：ROD 115:450MM 亞力士脊椎固定系統長節連接管※適應症請見備註欄," ""亞太醫療""亞力士脊椎固定系統:固定桿(長節)"," ""SYNTEC""ARTEST SPINAL FIXATION SYSTEM:ROD", '785803:810, EA,2662, , 104/01/01, 096/07/01,Y,D112-1, 999/12/31, 亞太,衛署醫器製字第002070號,  , , ,
'F,'FB, 骨科類, 'SF2, 'FBSF2, 脊椎固定桿 SPINAL ROD, TITANIUM SPINAL ROD OR PLATE(短節), FBSF2785NSY2, ARTEST SPINAL FIXATION SYSTEM：ROD 20:110MM  亞力士脊椎固定系統短節連接管※適應症請見備註欄," ""亞太醫療""亞力士脊椎固定系統:固定桿(短節)"," ""SYNTEC""ARTEST SPINAL FIXATION SYSTEM:ROD", '785720:802, EA,919, , 104/01/01, 096/07/01,Y,D112-1, 999/12/31, 亞太,衛署醫器製字第002070號,  , , ,
'F,'FB, 骨科類, 'SF2, 'FBSF2, 脊椎固定桿 SPINAL ROD, TITANIUM　SPINAL　ROD(長節110MM(含)以上)(免事前審查), FBSF2839NLY2," ""SYNTEC"" AREIKEN SPINAL FIXATION SYSTEM:ROD ""亞太醫療""亞力健脊椎固定系統:連結棒(長節)11.5~45CM，免事前審查"," ""亞太醫療""亞力健脊椎固定系統:固定桿(長節)(免事前審查)"," ""SYNTEC"" AREIKEN SPINAL FIXATION SYSTEM:ROD", '839220:221;839241:242;839262:269;839289:296;839307:315, EA,1419, , 104/01/01, 100/04/01,N,無, 999/12/31, 亞太,衛署醫器製字第002924號,  , , ,
'F,'FB, 骨科類, 'SF2, 'FBSF2, 脊椎固定桿 SPINAL ROD, TITANIUM　SPINAL　ROD(短節〈110MM)(免事前審查), FBSF2839NSY2," ""SYNTEC"" AREIKEN SPINAL FIXATION SYSTEM:ROD ""亞太醫療""亞力健脊椎固定系統:連結棒(短節)2~11CM，免事前審查"," ""亞太醫療""亞力健脊椎固定系統:固定桿(短節)(免事前審查)"," ""SYNTEC"" AREIKEN SPINAL FIXATION SYSTEM:ROD", '839201:219;839222:240;839243:261;839270:288;839299:306, EA,679, , 104/01/01, 100/04/01,N,無, 999/12/31, 亞太,衛署醫器製字第002924號,  , , ,
'F,'FB, 骨科類, 'SF2, 'FBSF2, 脊椎固定桿 SPINAL ROD, TITANIUM　SPINAL　ROD(長節110MM(含)以上)(免事前審查), FBSF2911NLY2," ""SYNTEC""COLISEUM SPINAL FIXATION SYSTEM:ROD 120:450MM""亞太醫療""高立捷脊椎固定系統:連接桿(長節)免事前審查"," ""亞太醫療""高立捷脊椎固定系統:固定桿(長節)(免事前審查)"," ""SYNTEC"" COLISEUM SPINAL FIXATION SYSTEM:ROD", '911;912-120;140;160;180;200;300;450, EA,1419, , 104/01/01, 101/01/01,N,無, 999/12/31, 亞太,衛署醫器製字第003085號,  , , ,
'F,'FB, 骨科類, 'SF2, 'FBSF2, 脊椎固定桿 SPINAL ROD, TITANIUM　SPINAL　ROD(短節〈110MM)(免事前審查), FBSF2911NSY2," ""SYNTEC""COLISEUM SPINAL FIXATION SYSTEM:ROD 40:100MM""亞太醫療""高立捷脊椎固定系統:連接桿(短節)免事前審查"," ""亞太醫療""高立捷脊椎固定系統:固定桿(短節)(免事前審查)"," ""SYNTEC"" COLISEUM SPINAL FIXATION SYSTEM:ROD", '911;912-040;045;050;060;070;080;090;100, EA,679, , 104/01/01, 101/01/01,N,無, 999/12/31, 亞太,衛署醫器製字第003085號,  , , ,
'F,'FB, 骨科類, 'SF2, 'FBSF2, 脊椎固定桿 SPINAL ROD, TITANIUM SPINAL ROD OR PLATE(短節), FBSF2A0002ZV," ""兆峰""脊椎固定系統:脊椎連接桿(短)""MEGASPINE"" SPINAL STABILIZATION SYSTEM:SPINAL ROD(S.)"," ""兆峰""脊椎固定系統:脊椎連接桿(短)"," ""MEGASPINE"" SPINAL STABILIZATION SYSTEM:SPINAL ROD(S.)", '1603-04001;04501;05001;05501;06001;06501;07001;07501;08001;08501;09001;09501;10001, 支,919, , 106/07/01, 106/07/01,Y,D112-1, 999/12/31, 碩果生醫,衛部醫器製字第005692號,  , , ,
'F,'FB, 骨科類, 'SF2, 'FBSF2, 脊椎固定桿 SPINAL ROD, TITANIUM SPINAL ROD(長節), FBSF2A0004ZV," ""兆峰""脊椎固定系統:脊椎連接桿(長)""MEGASPINE"" SPINAL STABILIZATION SYSTEM:SPINAL ROD(L.)"," ""兆峰""脊椎固定系統:脊椎連接桿(長)"," ""MEGASPINE"" SPINAL STABILIZATION SYSTEM:SPINAL ROD(L.)", '1603-11001;12001;13001;14001;15001;17001;20001;25001;30001;40001;50001, 支,2662, , 106/07/01, 106/07/01,Y,D112-1, 999/12/31, 碩果生醫,衛部醫器製字第005692號,  , , ,
'F,'FB, 骨科類, 'SF2, 'FBSF2, 脊椎固定桿 SPINAL ROD, TITANIUM　SPINAL　ROD(短節〈110MM)(免事前審查), FBSF2A00F2ZV," ""兆峰""脊椎固定系統:脊椎標準桿(短)(免事前審查)""MEGASPINE""SPINAL STABILIZATION SYSTEM:SPINAL ROD(S.)"," ""兆峰""脊椎固定系統:脊椎標準桿(短)(免事前審查)"," ""MEGASPINE""SPINAL STABILIZATION SYSTEM:spinal Rod(S.)", '1608-55040SR;55050SR;55060SR;55070SR;55080SR;55090SR;55100SR, 支,679, , 106/07/01, 106/07/01,N,無, 999/12/31, 碩果生醫,衛部醫器製字第005692號,  , , ,
'F,'FB, 骨科類, 'SF2, 'FBSF2, 脊椎固定桿 SPINAL ROD, TITANIUM　SPINAL　ROD(長節110MM(含)以上)(免事前審查), FBSF2A00F4ZV," ""兆峰""脊椎固定系統:脊椎標準桿(長)(免事前審查)""MEGASPINE""SPINAL STABILIZATION SYSTEM:SPINAL ROD(L.)"," ""兆峰""脊椎固定系統:脊椎標準桿(長)(免事前審查)"," ""MEGASPINE""SPINAL STABILIZATION SYSTEM:spinal Rod(L.)", '1608-55110SR;55120SR;55130SR;55140SR;55150SR;55170SR;55200SR;55250SR;55300SR;55400SR;55500SR, 支,1419, , 106/07/01, 106/07/01,N,無, 999/12/31, 碩果生醫,衛部醫器製字第005692號,  , , ,
'F,'FB, 骨科類, 'SF2, 'FBSF2, 脊椎固定桿 SPINAL ROD, TITANIUM SPINAL ROD OR PLATE(短節), FBSF2A3R1NXA, A3 POSTERIOR TITANIUM SPINAL ROD 4:10CM※適應症請見備註欄," ""全合""脊椎後方固定系統:固定桿(短節)"," ""AAXTER""A3 POSTERIOR SPINAL SYSTEM:TITANIUM ROD", 'NR-5504:5510, EA,919, , 104/01/01, 096/07/01,Y,D112-1, 999/12/31, 全合,衛署醫器製字第002132號,  , , ,
'F,'FB, 骨科類, 'SF2, 'FBSF2, 脊椎固定桿 SPINAL ROD, TITANIUM SPINAL ROD(長節), FBSF2A3R2NXA, A3 POSTERIOR TITANIUM SPINAL ROD 11:50CM ※適應症請見備註欄," ""全合""脊椎後方固定系統:固定桿(長節)"," ""AAXTER""A3 POSTERIOR SPINAL SYSTEM:TITANIUM ROD", 'NR-5511:5550, EA,2662, , 104/01/01, 096/07/01,Y,D112-1, 999/12/31, 全合,衛署醫器製字第002132號,  , , ,
'F,'FB, 骨科類, 'SF2, 'FBSF2, 脊椎固定桿 SPINAL ROD, TITANIUM　SPINAL　ROD(短節〈110MM)(免事前審查), FBSF2ACERDJP," ""愛派司""艾斯脊椎固定系統-""愛派司""艾斯脊椎固定系統-固定桿(短節)""APS""ACE SPINAL FIXATION SYSTEM-ROD(40:110MM)"," ""愛派司""艾斯脊椎固定系統-固定桿(短節)(免事前審查)"," ""APS""ACE Spinal Fixation System-ROD", '4000-0755-40;45;50;55;60;65;70;75;80;85;90;95;100;105;110, 支,679, , 108/01/01, 108/01/01,N,無, 999/12/31, 愛派司,衛部醫器製字第006165號,  , , ,
'F,'FB, 骨科類, 'SF2, 'FBSF2, 脊椎固定桿 SPINAL ROD, TITANIUM　SPINAL　ROD(短節〈110MM)(免事前審查), FBSF2AS001AQ, TITANIUM SPINAL ROD 5:10CM免術前審查," ""冠亞"" 脊椎固定系統:固定桿(免術前審查)"," ""A-SPINE"" SPINAL FIXATION SYSTEM:TITANIUM SPINAL ROD", '132-5050;132-5100, EA,679, , 104/01/01, 093/07/01,N,無, 999/12/31, 冠亞生技,衛署醫器製字第001097號,  , , ,
'F,'FB, 骨科類, 'SF2, 'FBSF2, 脊椎固定桿 SPINAL ROD, TITANIUM SPINAL ROD OR PLATE(短節), FBSF2ASLP1AQ, TITANIUM SPINAL PLATE※適應症請見備註欄," ""冠亞"" 脊椎固定系統:固定桿(短節)"," ""A-SPINE"" SPINAL FIXATION SYSTEM:TITANIUM SPINAL PLATE", '174-1235:1335;-1240:1355;174-1270:1311;-2535:1835;174-1535:1455;-2570:1811;174-2540:1855;-1635:1755;174-3530:75, EA,919, , 104/01/01, 093/07/01,Y,D112-1, 999/12/31, 冠亞生技,衛署醫器製字第001097號,  , FBSF1ASAT1AQ;FBSF1ASPL1AQ;FBSF1ASPL2AQ;FBSF1ASPL3AQ;FBSF1ASPL4AQ, ,
'F,'FB, 骨科類, 'SF2, 'FBSF2, 脊椎固定桿 SPINAL ROD, TITANIUM SPINAL ROD OR PLATE(短節), FBSF2ASLR1AQ, TITANIUM SPINAL ROD 20:90MM※適應症請見備註欄," ""冠亞"" 脊椎固定系統:固定桿(短節)"," ""A-SPINE"" SPINAL FIXATION SYSTEM:TITANIUM SPINAL ROD", '132-0430:0460;163-0300;132-5040;132-5060:5090;163-00302:0050A;163-0030:0050;163-03002:0300A, EA,919, , 104/01/01, 093/07/01,Y,D112-1, 999/12/31, 冠亞生技,衛署醫器製字第001097號,  , FBSF1ASAT1AQ;FBSF1ASPL1AQ;FBSF1ASPL2AQ;FBSF1ASPL3AQ;FBSF1ASPL4AQ;FBSF999999AQ, ,
'F,'FB, 骨科類, 'SF2, 'FBSF2, 脊椎固定桿 SPINAL ROD, TITANIUM SPINAL ROD(長節), FBSF2ASLR2AQ, TITANIUM SPINAL ROD 110:450MM※適應症請見備註欄," ""冠亞"" 脊椎固定系統:固定桿(長節)"," ""A-SPINE"" SPINAL FIXATION SYSTEM:TITANIUM SPINAL ROD", '132-5110:5450, EA,2662, , 104/01/01, 093/07/01,Y,D112-1, 999/12/31, 冠亞生技,衛署醫器製字第001097號,  , , ,
'F,'FB, 骨科類, 'SF2, 'FBSF2, 脊椎固定桿 SPINAL ROD, TITANIUM　SPINAL　ROD(短節〈110MM)(免事前審查), FBSF2ASNR1AQ, TITANIUM SMARTLOC SPINAL ROD 40:100MM免事前審前, 史麥特脊椎固定系統:固定桿(免事前審查), SMARTLOC SPINAL FIXATION SYSTEM:TITANIUM ROD, '132-60402:61002, EA,679, , 104/01/01, 095/01/01,N,無, 999/12/31, 冠亞生技,衛署醫器製字第001435號,  , , ,
'F,'FB, 骨科類, 'SF2, 'FBSF2, 脊椎固定桿 SPINAL ROD, TITANIUM　SPINAL　ROD(長節110MM(含)以上)(免事前審查), FBSF2ASNR2AQ, TITANIUM SMARTLOC SPINAL ROD 110:450MM免事前審前, 史麥特脊椎固定系統:固定桿(免事前審查), SMARTLOC SPINAL FIXATION SYSTEM:TITANIUM ROD, '132-61102:64502, EA,1419, , 104/01/01, 095/01/01,N,無, 999/12/31, 冠亞生技,衛署醫器製字第001435號,  , , ,
'F,'FB, 骨科類, 'SF2, 'FBSF2, 脊椎固定桿 SPINAL ROD, TITANIUM SPINAL ROD OR PLATE(短節), FBSF2ASYR1AQ, TITANIUM SMARTLOC SPINAL ROD 40:100MM(短節)※適應症請見備註欄, 史麥特脊椎固定系統:固定桿(短節), SMARTLOC SPINAL FIXATION SYSTEM:TITANIUM ROD, '132-504:510-02;132-50452;(132-50412自1001001生效), EA,919, , 104/01/01, 095/01/01,Y,D112-1, 999/12/31, 冠亞生技,衛署醫器製字第001435號,  , FBSF977777AQ;FBSF988888AQ, ,
'F,'FB, 骨科類, 'SF2, 'FBSF2, 脊椎固定桿 SPINAL ROD, TITANIUM SPINAL ROD(長節), FBSF2ASYR2AQ, TITANIUM SMARTLOC SPINAL ROD 110:480MM※適應症請見備註欄, 史麥特脊椎固定系統:固定桿(長節), SMARTLOC SPINAL FIXATION SYSTEM:TITANIUM ROD, '132-51102:54802, EA,2662, , 104/01/01, 095/01/01,Y,D112-1, 999/12/31, 冠亞生技,衛署醫器製字第001435號,  , FBSF966666AQ, ,
'F,'FB, 骨科類, 'SF2, 'FBSF2, 脊椎固定桿 SPINAL ROD, TITANIUM SPINAL ROD OR PLATE(短節), FBSF2ASYR3AQ, TITANIUM SMARTLOC EVOLUTION SPINAL ROD 40MM:100MM ※適應症請見備註欄, 史麥特艾爾脊椎固定系統:固定桿(短節), SMARTLOC EVOLUTION SYSTEM:TITANIUM SPINAL ROD , '132-56408;56458;56508;56608;56708;50808;50908;51008, EA,919, , 104/01/01, 099/07/01,Y,D112-1, 999/12/31, 冠亞生技,衛署醫器製字第002901號,  , , ,
'F,'FB, 骨科類, 'SF2, 'FBSF2, 脊椎固定桿 SPINAL ROD, TITANIUM SPINAL ROD(長節), FBSF2ASYR4AQ, 史麥特艾爾脊椎固定系統:滑桿(長)110:500MM SMARTLOC EVOLUTION SYSTEM: TITANIUM ROD (LONG) 110:500MM, 史麥特艾爾脊椎固定系統:滑桿(長)110:500MM, SMARTLOC EVOLUTION SYSTEM: TITANIUM ROD (LONG) 110:500MM, '132-51108:132-56008(132-5510;5520;5530;5540;5550;5560;5570;5580;5590;5600-8自1120301刪除);【自1120301起型號重整為(132-5110;5120;5125;5130;5140;5150;5160;5170;5175;5180;5190;5200;5210;5220;5230;5240;5250;5260;5270;5280;5290;5300;5310;5320;5330;5340;5350;5360;5370;5380;5390;5400;5410;5420;5430;5440;5450;5460;5470;5480;5490;5500-8)】, 支,2662, , 112/03/01, 099/07/01,Y,D112-1, 999/12/31, 冠亞生技,衛署醫器製字第002901號,  , , ,
'F,'FB, 骨科類, 'SF2, 'FBSF2, 脊椎固定桿 SPINAL ROD, TITANIUM　SPINAL　ROD(短節〈110MM)(免事前審查), FBSF2B00013F," ""泰德""腰椎內固定系統:固定桿(標準桿)(免事前審查)TEND LUMBAR FIXATION SYSTEM:STANDARD ROD"," ""泰德""腰椎內固定系統:固定桿(標準桿)(免事前審查)", TEND LUMBAR FIXATION SYSTEM:STANDARD ROD, '320-5004:5010;6004:6010, EA,679, , 104/01/01, 103/09/01,N,無, 999/12/31, 寶億生技,衛部醫器製字第004497號,  , , ,
'F,'FB, 骨科類, 'SF2, 'FBSF2, 脊椎固定桿 SPINAL ROD, TITANIUM　SPINAL　ROD(短節〈110MM)(免事前審查), FBSF2B0001RK," 瑞寶億腰椎內固定系統-固定桿(側桿;短節) 20:100 MM ""REBORN ESSENCE""LUMBAR FIXATION SYSTEM-TITANIUM SPINAL ROD", 瑞寶億腰椎內固定系統-固定桿(短節), ReBorn Essence Lumbar Fixation System-itanium Spinal Rod, '320-50-04:07;60-04:10;(320-50-08:10自1000401生效)(320-05-20;25;30;35自1060901起生效);(320-05-20;25;30;35-A;B自1100501生效), 支,679, , 110/05/01, 099/01/01,N,無, 999/12/31, 寶億生技,衛署醫器製字第002799號,  , FBSF186001RK;FBSF186002RK, ,
'F,'FB, 骨科類, 'SF2, 'FBSF2, 脊椎固定桿 SPINAL ROD, TITANIUM　SPINAL　ROD(長節110MM(含)以上)(免事前審查), FBSF2B00023F," ""泰德""腰椎內固定系統:固定桿(標準桿)(長節，免事前審查)TEND LUMBAR FIXATION SYSTEM:STANDARD ROD"," ""泰德""腰椎內固定系統:固定桿(標準桿)(長節，免事前審查)", TEND LUMBAR FIXATION SYSTEM:STANDARD ROD, '320-5011;5013;5015, EA,1419, , 104/01/01, 103/09/01,N,無, 999/12/31, 寶億生技,衛部醫器製字第004497號,  , , ,
'F,'FB, 骨科類, 'SF2, 'FBSF2, 脊椎固定桿 SPINAL ROD, TITANIUM　SPINAL　ROD(長節110MM(含)以上)(免事前審查), FBSF2B0002RK, TITANIUM SPINAL ROD 110：480MM(長節)免事前審查, 瑞寶億腰椎內固定系統:固定桿(長節)(免事前審查)," ""REBORN ESSENCE""LUMBAR FIXATION SYSTEM:TITANIUM SPINAL ROD", '320-6011;6013;6015;(320-5011;13;15;17;20;22;25;27;30;35;40;45;48自1000401生效), EA,1419, , 104/01/01, 099/01/01,N,無, 999/12/31, 寶億生技,衛署醫器製字第002799號,  , , ,
'F,'FB, 骨科類, 'SF2, 'FBSF2, 脊椎固定桿 SPINAL ROD, TITANIUM SPINAL ROD OR PLATE(短節), FBSF2BA0013F," ""泰德""腰椎內固定系統:固定桿(標準桿)TEND LUMBAR FIXATION SYSTEM:STANDARD ROD"," ""泰德""腰椎內固定系統:固定桿(標準桿)", TEND LUMBAR FIXATION SYSTEM:STANDARD ROD, '320-5504:5510;320-5040;6040;6050;6060;6070;6080;6090;6100;330-6004:6010, EA,919, , 104/01/01, 103/09/01,Y,D112-1, 999/12/31, 寶億生技,衛部醫器製字第004497號,  , , ,
'F,'FB, 骨科類, 'SF2, 'FBSF2, 脊椎固定桿 SPINAL ROD, TITANIUM SPINAL ROD OR PLATE(短節), FBSF2BA001RK, TITANIUM SPINAL ROD 40:100MM(短節)※適應症請見備註, 瑞寶億腰椎內固定系統:固定桿(短節)," ""REBORN ESSENCE""LUMBAR FIXATION SYSTEM:TITANIUM SPINAL ROD", '320-5504:10;320-5040;6040;50;60;70;80;90;6100;330-6004:10, EA,919, , 104/01/01, 099/01/01,Y,D112-1, 999/12/31, 寶億生技,衛署醫器製字第002799號,  , FBSF180001RK, ,
'F,'FB, 骨科類, 'SF2, 'FBSF2, 脊椎固定桿 SPINAL ROD, TITANIUM SPINAL ROD(長節), FBSF2BA0023F," ""泰德""腰椎內固定系統:固定桿(平滑桿)(長節)TEND LUMBAR FIXATION SYSTEM:SMOOTH ROD"," ""泰德""腰椎內固定系統:固定桿(平滑桿)(長節)", TEND LUMBAR FIXATION SYSTEM:SMOOTH ROD, '320-5511;13;15;17;20;22;25;27;30;35;40;45;48;6110;6130;6150;6170;6200;6250;6300;6350;6400;6450;330-6011;6013;6015, EA,2662, , 104/01/01, 103/09/01,Y,D112-1, 999/12/31, 寶億生技,衛部醫器製字第004497號,  , , ,
'F,'FB, 骨科類, 'SF2, 'FBSF2, 脊椎固定桿 SPINAL ROD, TITANIUM SPINAL ROD(長節), FBSF2BA002RK, 瑞寶億腰椎內固定系統:固定桿(長節)REBORN ESSENCE LUMBAR FIXATION SYSTEM:TITANIUM SPINAL ROD 110：450MM, 瑞寶億腰椎內固定系統:固定桿(長節), REBORN ESSENCE LUMBAR FIXATION SYSTEM:TITANIUM SPINAL ROD, '320-5511;13;15;17;20;30;320-6110;130;150;170;200;250;300;350;400;450;330-6011;13;15(320-5522;25;27;35;40;45;48自1050301生效), EA,2662, , 105/03/01, 099/01/01,Y,D112-1, 999/12/31, 寶億生技,衛署醫器製字第002799號,  , , ,
'F,'FB, 骨科類, 'SF2, 'FBSF2, 脊椎固定桿 SPINAL ROD, TITANIUM　SPINAL　ROD(長節110MM(含)以上)(免事前審查), FBSF2BCERDJP," ""愛派司""艾斯脊椎固定系統-""愛派司""艾斯脊椎固定系統-固定桿(長節)""APS""ACE SPINAL FIXATION SYSTEM-ROD(120:300MM)"," ""愛派司""艾斯脊椎固定系統-固定桿(長節)(免事前審查)"," ""APS""ACE Spinal Fixation System-ROD", '4000-0755-120;150;200;300, 支,1419, , 108/01/01, 108/01/01,N,無, 999/12/31, 愛派司,衛部醫器製字第006165號,  , , ,
'F,'FB, 骨科類, 'SF2, 'FBSF2, 脊椎固定桿 SPINAL ROD, TITANIUM SPINAL ROD(長節), FBSF2CACR1JP, “愛派司”卡斯脊椎固定系統:滑桿(長節)(“APS” CACE SPINAL FIXATION SYSTEM:ROD, “愛派司”卡斯脊椎固定系統:滑桿(長節), “APS” CACE SPINAL FIXATION SYSTEM:ROD, 'C4000-0755-110;120;150;200;300, 支,2662, , 110/07/01, 110/07/01,Y,D112-1, 999/12/31, 愛派司,衛部醫器製字第006947號,  , , ,
'F,'FB, 骨科類, 'SF2, 'FBSF2, 脊椎固定桿 SPINAL ROD, TITANIUM SPINAL ROD OR PLATE(短節), FBSF2CACR2JP, “愛派司”卡斯脊椎固定系統:滑桿(短節)“APS” CACE SPINAL FIXATION SYSTEM:ROD, “愛派司”卡斯脊椎固定系統:滑桿(短節), “APS” CACE SPINAL FIXATION SYSTEM:ROD, 'C4000-0755-40;45;50;55;60;65;70;75;80;85;90;95;100;105, 支,919, , 110/07/01, 110/07/01,Y,D112-1, 999/12/31, 愛派司,衛部醫器製字第006947號,  , , ,
'F,'FB, 骨科類, 'SF2, 'FBSF2, 脊椎固定桿 SPINAL ROD, TITANIUM　SPINAL　ROD(短節〈110MM)(免事前審查), FBSF2DMPR1XA," ""全合""星光脊椎固定系統:連接桿(短節)(免事前審查)""AAXTER""STAR SPINAL SYSTEM:ROD 40-105MM"," ""全合""星光脊椎固定系統:連接桿(短節)(免事前審查)"," ""AAXTER""STAR SPINAL SYSTEM:ROD 40-105MM", 'DR-55040:DR-55100(DR-55040:DR-55105自1071101生效), 支,679, , 107/11/01, 107/11/01,N,無, 999/12/31, 全合生醫,衛部醫器製字第005383號,  , , ,
'F,'FB, 骨科類, 'SF2, 'FBSF2, 脊椎固定桿 SPINAL ROD, TITANIUM　SPINAL　ROD(長節110MM(含)以上)(免事前審查), FBSF2DMPR2XA," ""全合""星光脊椎固定系統:連接桿(長節)(免事前審查)""AAXTER""STAR SPINAL SYSTEM:LONG ROD 110-600MM"," ""全合""星光脊椎固定系統:連接桿(長節)(免事前審查)"," ""AAXTER""STAR SPINAL SYSTEM:LONG ROD 110-600MM", 'DR-55105:DR-55600(DR-55110:DR-55600自1071101生效), 支,1419, , 107/11/01, 107/11/01,N,無, 999/12/31, 全合生醫,衛部醫器製字第005383號,  , , ,
'F,'FB, 骨科類, 'SF2, 'FBSF2, 脊椎固定桿 SPINAL ROD, TITANIUM SPINAL ROD(長節), FBSF2L1618ZV, “兆峰”艾菲爾脊椎固定系統-標準桿(長)“MEGASPINE” EVERWIN SPINAL FIXATION SYSTEM-STANDARD ROD(L), “兆峰”艾菲爾脊椎固定系統-標準桿(長), “Megaspine” Everwin Spinal Fixation System-Standard Rod(L), '(1618-110;120;130;140;150;160;170;180;190;200;210;220;230;240;250;300;350;400;450;500-HSR;DSR), 支,0, , 114/04/01, 109/07/01,Y,D112-1, 999/12/31, 碩果生醫,衛部醫器製字第006539號,  , , ,
'F,'FB, 骨科類, 'SF2, 'FBSF2, 脊椎固定桿 SPINAL ROD, TITANIUM SPINAL ROD(長節), FBSF2L1618ZV, “兆峰”艾菲爾脊椎固定系統-標準桿(長)“MEGASPINE” EVERWIN SPINAL FIXATION SYSTEM-STANDARD ROD(L), “兆峰”艾菲爾脊椎固定系統-標準桿(長), “Megaspine” Everwin Spinal Fixation System-Standard Rod(L), '(1618-110;120;130;140;150;160;170;180;190;200;210;220;230;240;250;300;350;400;450;500-HSR;DSR), 支,2662, , 109/07/01, 109/07/01,Y,D112-1, 114/03/31, 碩果生醫,衛部醫器製字第006539號,  , , ,
'F,'FB, 骨科類, 'SF2, 'FBSF2, 脊椎固定桿 SPINAL ROD, TITANIUM　SPINAL　ROD(短節〈110MM)(免事前審查), FBSF2LR001GZ, SPINAL ROD 脊椎固定桿短節 免事前審查, 際仁脊椎固定系統:固定桿(短節)(免事前審查), GEZEN SPINAL FIXATION SYSTEM:ROD, 'LR045;LR055;LR075;LR090;LR105(LR040;050;060;065;070;080;085;095;100;自000701生效), EA,679, , 104/01/01, 100/01/01,N,無, 999/12/31, 柏力,衛署醫器製字第003056號,  , , ,
'F,'FB, 骨科類, 'SF2, 'FBSF2, 脊椎固定桿 SPINAL ROD, TITANIUM　SPINAL　ROD(長節110MM(含)以上)(免事前審查), FBSF2LR002GZ, GEZEN SPINAL FIXATION SYSTEM:ROD際仁脊椎固定系統:脊椎固定桿長節 免事前審查, 際仁脊椎固定系統:固定桿(長節)(免事前審查), GEZEN SPINAL FIXATION SYSTEM:ROD, 'LR125;LR150;LR200;LR250;LR300;LR400;LR500;(LR110自1000701生效);(LR140;LR160;LR180;自1010701生效), EA,1419, , 104/01/01, 100/01/01,N,無, 999/12/31, 柏力,衛署醫器製字第003056號,  , , ,
'F,'FB, 骨科類, 'SF2, 'FBSF2, 脊椎固定桿 SPINAL ROD, TITANIUM　SPINAL　ROD(短節〈110MM)(免事前審查), FBSF2M2SRNZ6, TITANIUM SPINAL ROD 4.5:10.5CM," ""美瑞世"" M2 脊椎後方固定系統:固定桿(短節)"," ""MERRIES"" M2 SPINAL POSTERIOR SYSTEM:TITANIUM SPINAL ROD", 'SR045:105, EA,679, , 104/01/01, 093/04/01,N,無, 999/12/31, 傑奎,衛署醫器製字第001050號,  , , ,
